icao24,wake_vortex,wake_vortex_index
4401da,"<34,000kg",4.0
71be10,Heavy,0.0
4d2247,"<136,000kg",3.0
462dd1,<7000kg,7.0
48412d,"<136,000kg",3.0
ad853e,"<136,000kg",3.0
4baa79,"<136,000kg",3.0
490d83,"<34,000kg",4.0
4bc84b,"<136,000kg",3.0
4cc547,"<136,000kg",3.0
4ca216,"<136,000kg",3.0
43ea9a,"<136,000kg",3.0
3c670f,Heavy,0.0
e20022,"<136,000kg",3.0
407ae1,"<34,000kg",4.0
ac2567,Heavy,0.0
39a182,<7000kg,7.0
46b8a2,"<136,000kg",3.0
4ac9f9,"<136,000kg",3.0
461f55,Heavy,0.0
4ac9e1,"<136,000kg",3.0
44a82c,"<136,000kg",3.0
ab9dad,"<34,000kg",4.0
39d2a0,Heavy,0.0
3c658e,"<136,000kg",3.0
2aef49,Rotorcraft,6.0
3c7a4c,Heavy,0.0
020199,"<34,000kg",4.0
a80321,Heavy,0.0
4070e1,"<136,000kg",3.0
407176,"<136,000kg",3.0
3c9085,"<34,000kg",4.0
fe9545,Obstruction,1.0
ac6d77,"<34,000kg",4.0
4cae80,Heavy,0.0
4d2141,Glider,11.0
d51126,,2.0
3c6582,"<136,000kg",3.0
3b7766,High vortex,8.0
a00c85,"<136,000kg",3.0
8965f3,Heavy,0.0
89644c,Heavy,0.0
440834,"<136,000kg",3.0
7af247,Obstruction,1.0
fd3802,Reserved,10.0
aa5f41,Heavy,0.0
3949eb,Heavy,0.0
3b75dd,Heavy,0.0
3c1bad,Heavy,0.0
4bb187,Heavy,0.0
7815a1,Heavy,0.0
c008b7,Heavy,0.0
48c231,"<136,000kg",3.0
408041,"<136,000kg",3.0
400935,"<136,000kg",3.0
39dd49,"<136,000kg",3.0
4d2527,"<136,000kg",3.0
394a0d,Heavy,0.0
a9067b,Heavy,0.0
3c4b4b,"<136,000kg",3.0
4bb068,"<136,000kg",3.0
3443d3,"<136,000kg",3.0
39be91,"<34,000kg",4.0
3c64c8,"<34,000kg",4.0
06a124,Heavy,0.0
39ae2a,<7000kg,7.0
06a122,Heavy,0.0
99e91f,Space,14.0
3c6593,"<136,000kg",3.0
c03d0c,"<136,000kg",3.0
896536,Heavy,0.0
3ce690,"<34,000kg",4.0
471f6c,"<136,000kg",3.0
06a2ea,Heavy,0.0
452121,"<136,000kg",3.0
4d22c3,"<136,000kg",3.0
4ca4ee,"<136,000kg",3.0
39e684,"<136,000kg",3.0
46acc1,"<34,000kg",4.0
400a25,"<136,000kg",3.0
c05858,Heavy,0.0
4d2127,"<34,000kg",4.0
4aca4f,"<136,000kg",3.0
4841a6,"<136,000kg",3.0
020106,"<34,000kg",4.0
4bb28e,"<136,000kg",3.0
896181,Heavy,0.0
4b1617,"<136,000kg",3.0
4bb070,"<136,000kg",3.0
964004,Surface service vehicle,15.0
46b8b4,"<136,000kg",3.0
47b12e,Heavy,0.0
440bd6,"<34,000kg",4.0
398189,<7000kg,7.0
4b17df,"<136,000kg",3.0
49526d,"<136,000kg",3.0
407b8f,"<136,000kg",3.0
461fa9,"<136,000kg",3.0
4baa69,"<136,000kg",3.0
48af0c,"<136,000kg",3.0
471db9,"<136,000kg",3.0
4baa72,"<136,000kg",3.0
3c658b,"<136,000kg",3.0
df6983,"<34,000kg",4.0
58c973,High vortex,8.0
4d024e,<7000kg,7.0
407eb2,"<136,000kg",3.0
4853d3,"<136,000kg",3.0
3c542d,Heavy,0.0
3f65c0,Obstruction,1.0
39c4c3,"<34,000kg",4.0
3c70cc,Heavy,0.0
aab808,Parachutist,18.0
94d40a,Reserved,10.0
896190,Heavy,0.0
39b032,<7000kg,7.0
780abb,Heavy,0.0
345689,Rotorcraft,6.0
4690e1,"<136,000kg",3.0
4cab8a,Heavy,0.0
40658a,"<136,000kg",3.0
471f87,"<136,000kg",3.0
4080f6,"<136,000kg",3.0
3e9bf7,High vortex,8.0
400d5a,"<136,000kg",3.0
4cc574,"<136,000kg",3.0
4cae1c,"<136,000kg",3.0
501c39,"<136,000kg",3.0
4075ff,"<136,000kg",3.0
3b76a5,"<34,000kg",4.0
aa37ce,Heavy,0.0
406a93,"<136,000kg",3.0
353601,"<34,000kg",4.0
3c4b23,Heavy,0.0
aae1ea,Heavy,0.0
4bd8ac,Heavy,0.0
3991e6,"<136,000kg",3.0
4d2382,"<136,000kg",3.0
440d75,<7000kg,7.0
71be29,Heavy,0.0
39c8a9,"<34,000kg",4.0
5003d9,"<34,000kg",4.0
4ca90a,"<136,000kg",3.0
4247b9,"<34,000kg",4.0
4d405a,"<34,000kg",4.0
3c7b01,"<34,000kg",4.0
4ca217,"<136,000kg",3.0
3c670c,Heavy,0.0
4d20e7,"<34,000kg",4.0
407e6f,"<34,000kg",4.0
4062d5,High vortex,8.0
347451,<7000kg,7.0
0101be,"<136,000kg",3.0
505e67,"<136,000kg",3.0
44061d,"<136,000kg",3.0
49d039,"<34,000kg",4.0
4bd032,"<34,000kg",4.0
400db1,"<136,000kg",3.0
3007a6,"<34,000kg",4.0
48c825,"<34,000kg",4.0
342694,,2.0
06a021,Heavy,0.0
3a2589,"<34,000kg",4.0
c06aab,"<136,000kg",3.0
ca4b2d,Obstruction,1.0
aaed0d,Heavy,0.0
021f6c,Reserved,10.0
48455f,Heavy,0.0
8965f4,Heavy,0.0
4b1520,"<34,000kg",4.0
89644b,Heavy,0.0
3c66ab,"<136,000kg",3.0
3c4cb6,"<136,000kg",3.0
89655e,Heavy,0.0
3ce594,<7000kg,7.0
e8021a,Heavy,0.0
34a34d,Obstruction,1.0
3949e6,Heavy,0.0
394a09,Heavy,0.0
3965ab,Heavy,0.0
a7488c,Heavy,0.0
406a92,"<136,000kg",3.0
4402c0,"<34,000kg",4.0
ab5365,Heavy,0.0
06a129,Heavy,0.0
4d200d,"<136,000kg",3.0
78141e,Heavy,0.0
4d240c,"<136,000kg",3.0
4a5d86,<7000kg,7.0
461fa2,"<136,000kg",3.0
48c232,"<136,000kg",3.0
4b1a5f,"<136,000kg",3.0
4b1a00,"<34,000kg",4.0
a96b72,"<136,000kg",3.0
02011b,Reserved,10.0
48436d,Heavy,0.0
4911f5,"<136,000kg",3.0
896538,Heavy,0.0
40104f,"<136,000kg",3.0
71ba06,Heavy,0.0
4787a0,"<136,000kg",3.0
407182,"<136,000kg",3.0
486201,"<34,000kg",4.0
398563,"<136,000kg",3.0
39e692,"<136,000kg",3.0
4bb289,"<136,000kg",3.0
3c1c82,"<34,000kg",4.0
44ce66,"<136,000kg",3.0
440605,"<136,000kg",3.0
3949f8,Heavy,0.0
748026,"<136,000kg",3.0
44a247,"<34,000kg",4.0
010263,"<136,000kg",3.0
4caa41,Heavy,0.0
4400b3,"<136,000kg",3.0
463afe,"<34,000kg",4.0
44d9a6,"<34,000kg",4.0
0d0a9b,Heavy,0.0
576558,"<34,000kg",4.0
3c6757,"<136,000kg",3.0
50801f,Heavy,0.0
4d20d0,"<136,000kg",3.0
896219,Heavy,0.0
0d0772,"<136,000kg",3.0
4d2470,Heavy,0.0
fefa71,Obstruction,1.0
b4234a,Obstruction,1.0
4401e4,"<136,000kg",3.0
89631d,Heavy,0.0
06a081,Heavy,0.0
504e77,"<136,000kg",3.0
89630d,Heavy,0.0
4401ea,"<34,000kg",4.0
e66554,Parachutist,18.0
04015c,Heavy,0.0
8270ce,Space,14.0
4b0e29,<7000kg,7.0
8963ea,Heavy,0.0
4d20e6,"<34,000kg",4.0
4bc885,"<136,000kg",3.0
4b95b2,"<34,000kg",4.0
a88d4d,"<136,000kg",3.0
a8b760,Heavy,0.0
393322,,2.0
4d23f4,"<136,000kg",3.0
0a0046,Heavy,0.0
aa5b92,Heavy,0.0
896108,Heavy,0.0
407686,"<136,000kg",3.0
4b0fd7,<7000kg,7.0
a880ff,Heavy,0.0
010109,"<136,000kg",3.0
4a08ed,"<136,000kg",3.0
39cf0f,Heavy,0.0
06a0ac,Heavy,0.0
78168c,Heavy,0.0
e48baa,Heavy,0.0
a4dfa6,Heavy,0.0
39be89,Heavy,0.0
39b493,Heavy,0.0
c0590f,"<136,000kg",3.0
8ef8cf,Obstruction,1.0
4a62c6,Space,14.0
a4bcaa,"<136,000kg",3.0
365d36,Reserved,10.0
4246a3,Heavy,0.0
3c56a9,"<136,000kg",3.0
3c5ee8,"<136,000kg",3.0
4cad86,"<136,000kg",3.0
406091,"<136,000kg",3.0
4c01e5,"<136,000kg",3.0
4d02de,<7000kg,7.0
4d2089,"<136,000kg",3.0
471db4,"<136,000kg",3.0
4aca45,"<136,000kg",3.0
000801,High vortex,8.0
4bb284,"<136,000kg",3.0
49d2a8,"<34,000kg",4.0
440c36,"<136,000kg",3.0
440665,"<136,000kg",3.0
3c70c6,Heavy,0.0
26d2ef,Reserved,10.0
3c66a4,"<136,000kg",3.0
020135,"<34,000kg",4.0
39cf0c,Heavy,0.0
aa9bb7,Heavy,0.0
eef28d,Obstruction,1.0
e18a60,Reserved,10.0
e80486,"<136,000kg",3.0
896409,Heavy,0.0
4247a6,"<136,000kg",3.0
3c5ef6,"<136,000kg",3.0
4d253f,"<34,000kg",4.0
89655a,Heavy,0.0
173fff,Ultralight,9.0
aa6bc0,Heavy,0.0
d5f25b,Reserved,10.0
db0871,Space,14.0
3c4b33,Heavy,0.0
4d230d,"<136,000kg",3.0
400a5b,"<136,000kg",3.0
fc7b29,"<136,000kg",3.0
a4f366,"<136,000kg",3.0
4bb142,Heavy,0.0
4d0234,"<136,000kg",3.0
896110,Heavy,0.0
6bb815,Obstruction,1.0
47a31a,"<136,000kg",3.0
4ba9cc,Heavy,0.0
4b185d,"<136,000kg",3.0
34510f,"<34,000kg",4.0
ab538b,Heavy,0.0
3c4b2b,Heavy,0.0
a28a63,Surface service vehicle,15.0
3008d2,"<136,000kg",3.0
40072b,"<136,000kg",3.0
4010ed,"<136,000kg",3.0
440bc7,High vortex,8.0
394a06,Heavy,0.0
4bb1e7,Heavy,0.0
400f9a,"<136,000kg",3.0
471f66,"<136,000kg",3.0
e8046f,Heavy,0.0
4aca09,"<136,000kg",3.0
04008c,Heavy,0.0
4bb0b2,Heavy,0.0
497c81,"<136,000kg",3.0
a5950a,"<136,000kg",3.0
4ca2c9,"<136,000kg",3.0
3c55ed,"<34,000kg",4.0
4d24c4,"<136,000kg",3.0
89618a,Heavy,0.0
3c6742,"<136,000kg",3.0
780d8f,Heavy,0.0
407e60,"<136,000kg",3.0
4d24fb,"<34,000kg",4.0
4bb20b,"<136,000kg",3.0
40653d,"<136,000kg",3.0
4d23a5,"<34,000kg",4.0
48c229,"<136,000kg",3.0
4d243d,"<136,000kg",3.0
4bb065,"<136,000kg",3.0
491d85,"<136,000kg",3.0
3c66af,"<136,000kg",3.0
00008b,Reserved,10.0
500205,"<136,000kg",3.0
a82d54,"<34,000kg",4.0
39bda8,"<136,000kg",3.0
486651,"<136,000kg",3.0
4bb86b,"<136,000kg",3.0
407959,"<136,000kg",3.0
3c6648,,2.0
4407c4,<7000kg,7.0
e8044b,Heavy,0.0
494104,"<34,000kg",4.0
469999,"<34,000kg",4.0
06a136,Heavy,0.0
478e27,"<136,000kg",3.0
3c4a02,Heavy,0.0
a1405f,"<136,000kg",3.0
407cb0,"<136,000kg",3.0
dffa00,Reserved,10.0
ae03ed,"<136,000kg",3.0
c42054,Obstruction,1.0
738c06,Heavy,0.0
48b204,Heavy,0.0
0101db,Heavy,0.0
494111,"<34,000kg",4.0
4d02c2,"<34,000kg",4.0
0100db,"<136,000kg",3.0
4d2484,"<136,000kg",3.0
3f61aa,High vortex,8.0
01025b,"<136,000kg",3.0
4bc84f,"<136,000kg",3.0
46b826,"<136,000kg",3.0
502cd7,"<136,000kg",3.0
440282,"<34,000kg",4.0
4b10f7,<7000kg,7.0
4d2018,"<136,000kg",3.0
39c423,Heavy,0.0
4b3944,"<34,000kg",4.0
a1cc30,"<136,000kg",3.0
505d99,"<34,000kg",4.0
3cc1c8,"<34,000kg",4.0
3c6741,"<136,000kg",3.0
3c5431,Heavy,0.0
a4d483,Heavy,0.0
781001,Heavy,0.0
781134,Heavy,0.0
a4b470,Heavy,0.0
ab2e82,"<136,000kg",3.0
3949ef,Heavy,0.0
3c6650,"<136,000kg",3.0
4ac9ea,"<136,000kg",3.0
49d4ff,"<136,000kg",3.0
aab3d5,Reserved,10.0
3007d0,"<34,000kg",4.0
4d2232,"<136,000kg",3.0
800e0b,Reserved,10.0
0c765b,Heavy,0.0
34251a,"<34,000kg",4.0
39644d,Heavy,0.0
47a185,"<136,000kg",3.0
25af3f,Lighter than air,12.0
408067,"<136,000kg",3.0
40757f,"<136,000kg",3.0
44ce6c,"<136,000kg",3.0
407ab0,"<34,000kg",4.0
aa1a16,Heavy,0.0
4caa40,Heavy,0.0
efdba5,Reserved,10.0
06a0bf,Heavy,0.0
48159b,Space,14.0
511154,"<136,000kg",3.0
a7ea7e,Heavy,0.0
3e8182,"<136,000kg",3.0
4b19ff,"<136,000kg",3.0
440a73,"<34,000kg",4.0
494142,<7000kg,7.0
4acaa5,"<136,000kg",3.0
02019a,"<34,000kg",4.0
440088,"<136,000kg",3.0
03e3e6,"<136,000kg",3.0
3473d3,Heavy,0.0
484416,Heavy,0.0
ab5d52,Heavy,0.0
39c5c6,<7000kg,7.0
bf32dd,Reserved,10.0
4d0299,"<136,000kg",3.0
3f8a06,Reserved,10.0
3cefbc,<7000kg,7.0
40653a,"<136,000kg",3.0
4cad7a,"<136,000kg",3.0
b64cdb,High vortex,8.0
39bdac,"<136,000kg",3.0
490db6,"<136,000kg",3.0
06a0ad,Heavy,0.0
4008b2,"<136,000kg",3.0
348114,Obstruction,1.0
4bb322,"<136,000kg",3.0
406e2e,"<136,000kg",3.0
4073a0,"<136,000kg",3.0
01012a,Heavy,0.0
4d243c,"<34,000kg",4.0
4bb207,"<136,000kg",3.0
4caddb,"<136,000kg",3.0
0d0f12,"<34,000kg",4.0
406e66,"<136,000kg",3.0
06a12f,Heavy,0.0
4bb26e,"<136,000kg",3.0
4d239e,"<34,000kg",4.0
4008f2,"<136,000kg",3.0
3452da,Heavy,0.0
040141,Heavy,0.0
4401dc,"<136,000kg",3.0
471fa7,"<136,000kg",3.0
4409aa,<7000kg,7.0
4bb202,"<136,000kg",3.0
c0584f,Heavy,0.0
06a390,Heavy,0.0
3cc9ab,"<34,000kg",4.0
4b1b65,<7000kg,7.0
06a062,Heavy,0.0
502d5b,"<136,000kg",3.0
748016,"<136,000kg",3.0
440050,"<136,000kg",3.0
3985a6,"<136,000kg",3.0
4d21f0,"<136,000kg",3.0
406266,"<34,000kg",4.0
6d90ad,Obstruction,1.0
06a10e,Heavy,0.0
a88efb,"<136,000kg",3.0
345393,Rotorcraft,6.0
471f62,"<136,000kg",3.0
4baac7,"<136,000kg",3.0
a49375,Heavy,0.0
484113,"<34,000kg",4.0
39a201,"<136,000kg",3.0
407fac,"<136,000kg",3.0
06a2e7,Heavy,0.0
49d193,"<136,000kg",3.0
02013e,Heavy,0.0
780c5c,Heavy,0.0
471db8,"<136,000kg",3.0
896313,Heavy,0.0
406666,"<136,000kg",3.0
4cacdf,"<136,000kg",3.0
3c4b34,Heavy,0.0
73806e,"<136,000kg",3.0
39d2a5,Heavy,0.0
240009,Rotorcraft,6.0
495266,"<136,000kg",3.0
471f6d,"<136,000kg",3.0
4cad7f,"<136,000kg",3.0
01024d,"<136,000kg",3.0
405ee0,"<136,000kg",3.0
39c422,Heavy,0.0
738069,"<136,000kg",3.0
4bb06d,"<136,000kg",3.0
30025c,"<34,000kg",4.0
3cc24d,"<34,000kg",4.0
4076da,"<136,000kg",3.0
86766b,Glider,11.0
781eb8,Heavy,0.0
a4bf95,Heavy,0.0
440637,"<34,000kg",4.0
a52736,Heavy,0.0
896451,Heavy,0.0
ac456f,"<34,000kg",4.0
040241,Heavy,0.0
4520d2,"<136,000kg",3.0
06a12e,Heavy,0.0
471f74,"<136,000kg",3.0
3c5428,Heavy,0.0
34664e,High vortex,8.0
40745e,Heavy,0.0
db8d27,UAM,16.0
502d27,"<136,000kg",3.0
a88ecd,"<136,000kg",3.0
461f52,Heavy,0.0
501c2b,<7000kg,7.0
c04fdd,Heavy,0.0
4bc8c1,"<136,000kg",3.0
740823,Heavy,0.0
06a0eb,Heavy,0.0
494102,"<34,000kg",4.0
adf555,"<136,000kg",3.0
4b3819,"<34,000kg",4.0
06a2c6,Heavy,0.0
3cc246,"<34,000kg",4.0
46b82d,"<136,000kg",3.0
347456,Rotorcraft,6.0
88a4b4,Surface emergency vehicle,5.0
c865cf,High performance,13.0
4b180b,"<136,000kg",3.0
3c6706,Heavy,0.0
3c94b2,"<34,000kg",4.0
4d229c,"<136,000kg",3.0
3c5853,"<34,000kg",4.0
3c450f,"<34,000kg",4.0
355316,"<34,000kg",4.0
ab737a,<7000kg,7.0
494117,"<34,000kg",4.0
1e5732,High vortex,8.0
424b04,"<136,000kg",3.0
89619a,Heavy,0.0
501c1c,"<136,000kg",3.0
503e99,"<136,000kg",3.0
1e8435,Obstruction,1.0
4404d0,"<34,000kg",4.0
505d7c,,2.0
4080de,"<136,000kg",3.0
493033,"<34,000kg",4.0
44ccc6,Heavy,0.0
43eec7,<7000kg,7.0
3481d1,Rotorcraft,6.0
451dad,,2.0
7380c7,Heavy,0.0
a5e6e1,"<34,000kg",4.0
01007d,,2.0
06a2b6,Heavy,0.0
ab4e94,Heavy,0.0
06a121,Heavy,0.0
aacaa5,Heavy,0.0
ab148e,Heavy,0.0
89617b,Heavy,0.0
48455e,Heavy,0.0
34108d,Obstruction,1.0
040187,Heavy,0.0
4c01f1,"<136,000kg",3.0
4d2035,"<136,000kg",3.0
8432fd,High performance,13.0
4cc56e,"<136,000kg",3.0
4891ad,"<136,000kg",3.0
4baa8e,"<136,000kg",3.0
89618d,Heavy,0.0
49530b,"<136,000kg",3.0
3c68b4,"<34,000kg",4.0
020146,"<136,000kg",3.0
4891b8,"<136,000kg",3.0
484166,"<136,000kg",3.0
43ebbf,<7000kg,7.0
4ba9ea,Heavy,0.0
39aca4,<7000kg,7.0
8964b5,Heavy,0.0
4baa85,"<136,000kg",3.0
040219,Heavy,0.0
43e90d,"<34,000kg",4.0
040048,Heavy,0.0
040046,Heavy,0.0
06a2e9,Heavy,0.0
4067f6,Heavy,0.0
a0b8d7,"<34,000kg",4.0
440bc3,High vortex,8.0
505c06,"<136,000kg",3.0
01013c,Heavy,0.0
4cad47,Heavy,0.0
4d2008,"<136,000kg",3.0
a955e3,"<136,000kg",3.0
4077e0,"<136,000kg",3.0
342699,"<34,000kg",4.0
89620a,Heavy,0.0
49d357,"<136,000kg",3.0
452163,"<136,000kg",3.0
50028a,<7000kg,7.0
34805a,"<136,000kg",3.0
010147,"<136,000kg",3.0
010087,,2.0
4d012c,Heavy,0.0
4bb2b0,"<136,000kg",3.0
4401de,"<136,000kg",3.0
710121,Heavy,0.0
0d0e8c,"<34,000kg",4.0
4d02c4,"<34,000kg",4.0
342bd3,Obstruction,1.0
485000,Heavy,0.0
7380c8,Heavy,0.0
6ae715,Ultralight,9.0
4bb869,"<136,000kg",3.0
49d382,"<34,000kg",4.0
3c4439,"<34,000kg",4.0
3ca083,"<34,000kg",4.0
4891ab,"<136,000kg",3.0
47ba78,"<136,000kg",3.0
111510,Obstruction,1.0
ac3be7,"<136,000kg",3.0
7380c3,Heavy,0.0
3c6590,"<136,000kg",3.0
3f93f0,<7000kg,7.0
46b8b3,"<136,000kg",3.0
393323,,2.0
3e47c9,<7000kg,7.0
490d03,"<34,000kg",4.0
471f4c,"<136,000kg",3.0
781a1d,"<136,000kg",3.0
489229,"<136,000kg",3.0
4bb848,"<136,000kg",3.0
440735,"<136,000kg",3.0
4cab3d,"<34,000kg",4.0
405a4a,"<136,000kg",3.0
4d23f6,"<34,000kg",4.0
4bb867,"<136,000kg",3.0
4d24c3,"<136,000kg",3.0
89620f,Heavy,0.0
4cab4f,"<136,000kg",3.0
39c642,<7000kg,7.0
49d1cd,"<136,000kg",3.0
4b19c0,"<136,000kg",3.0
3cedb8,"<34,000kg",4.0
aa5928,"<34,000kg",4.0
89618c,Heavy,0.0
471f8c,"<136,000kg",3.0
3c4b2a,Heavy,0.0
440bbe,High vortex,8.0
8963ce,Heavy,0.0
39c440,<7000kg,7.0
896452,Heavy,0.0
c0583a,"<136,000kg",3.0
a4972c,Heavy,0.0
7380cb,Heavy,0.0
3c5425,Heavy,0.0
7380c5,Heavy,0.0
aaab1c,"<136,000kg",3.0
4d21fd,"<136,000kg",3.0
4ba9e1,Heavy,0.0
c083f2,Heavy,0.0
7380c4,Heavy,0.0
4d024a,"<34,000kg",4.0
c058c2,Heavy,0.0
39e68b,"<136,000kg",3.0
406531,"<136,000kg",3.0
407cb2,"<136,000kg",3.0
471f9e,"<136,000kg",3.0
348101,"<34,000kg",4.0
4d24c2,"<136,000kg",3.0
71be09,Heavy,0.0
485f2a,<7000kg,7.0
5001db,"<136,000kg",3.0
3b7b3e,"<34,000kg",4.0
89639a,Heavy,0.0
3c6752,"<136,000kg",3.0
8960d4,Heavy,0.0
347403,<7000kg,7.0
4066fa,"<136,000kg",3.0
407f60,"<136,000kg",3.0
8881b1,Reserved,10.0
4d209f,"<136,000kg",3.0
e8045b,Heavy,0.0
6e2870,Space,14.0
3c65d0,"<136,000kg",3.0
89645a,Heavy,0.0
44ce6a,"<136,000kg",3.0
a4f2d3,Heavy,0.0
aacad8,"<136,000kg",3.0
501c0b,"<136,000kg",3.0
a894bb,"<136,000kg",3.0
4cad44,Heavy,0.0
780a9b,Heavy,0.0
46b824,"<136,000kg",3.0
78141f,Heavy,0.0
3c65cd,"<136,000kg",3.0
4bb0ef,Heavy,0.0
4bb182,Heavy,0.0
440cfe,"<136,000kg",3.0
346648,"<136,000kg",3.0
4d0242,"<34,000kg",4.0
407fcb,"<136,000kg",3.0
0a0022,"<136,000kg",3.0
4bc859,"<136,000kg",3.0
c04eb6,Heavy,0.0
485785,Heavy,0.0
e80470,Heavy,0.0
a3cc38,"<136,000kg",3.0
3434c9,<7000kg,7.0
06a1c7,"<136,000kg",3.0
3c6635,"<136,000kg",3.0
4ca757,"<136,000kg",3.0
4691c4,"<136,000kg",3.0
4cc4c5,Heavy,0.0
460483,<7000kg,7.0
461f54,Heavy,0.0
010078,,2.0
fba844,Obstruction,1.0
48630e,"<34,000kg",4.0
39c426,Heavy,0.0
4ca41c,<7000kg,7.0
47b217,Heavy,0.0
4a91f9,"<136,000kg",3.0
491d81,"<136,000kg",3.0
39cf04,Heavy,0.0
5e136a,Obstruction,1.0
5082a8,"<136,000kg",3.0
4d2125,"<136,000kg",3.0
a1e051,"<136,000kg",3.0
4851f7,Heavy,0.0
1fedc6,Surface emergency vehicle,5.0
811ebd,Reserved,10.0
4ac9d0,<7000kg,7.0
4d20cd,"<136,000kg",3.0
aeabc0,Surface emergency vehicle,5.0
b03355,Obstruction,1.0
781ff6,Heavy,0.0
ab5975,Heavy,0.0
06a11e,Heavy,0.0
440cac,"<136,000kg",3.0
440224,"<136,000kg",3.0
4ba9c4,Heavy,0.0
48c1a8,"<136,000kg",3.0
89653a,Heavy,0.0
4cc45a,Heavy,0.0
06a30d,Heavy,0.0
ab3338,"<34,000kg",4.0
48c138,"<136,000kg",3.0
40690d,"<136,000kg",3.0
4d0216,"<34,000kg",4.0
3c07fc,"<34,000kg",4.0
4d23ba,"<136,000kg",3.0
44061b,"<136,000kg",3.0
896195,Heavy,0.0
4d2061,<7000kg,7.0
39bea2,<7000kg,7.0
3986e6,"<136,000kg",3.0
096023,,2.0
710120,Heavy,0.0
39ca28,"<34,000kg",4.0
4ba9c8,Heavy,0.0
3c5ee2,"<136,000kg",3.0
896310,Heavy,0.0
040197,Heavy,0.0
0a008c,"<136,000kg",3.0
89655c,Heavy,0.0
896187,Heavy,0.0
ab79e3,"<136,000kg",3.0
342581,"<136,000kg",3.0
73806b,"<136,000kg",3.0
04004c,Heavy,0.0
407022,"<136,000kg",3.0
424b64,"<34,000kg",4.0
ea55a5,"<34,000kg",4.0
0a0076,"<136,000kg",3.0
4691c7,"<136,000kg",3.0
440607,"<136,000kg",3.0
49d3bb,"<136,000kg",3.0
05528e,Heavy,0.0
710112,Heavy,0.0
600b20,Heavy,0.0
8963d0,Heavy,0.0
4ca280,"<136,000kg",3.0
506ca5,"<34,000kg",4.0
3e537e,<7000kg,7.0
44a0c8,"<34,000kg",4.0
4692d6,"<136,000kg",3.0
5003a7,"<34,000kg",4.0
3ce1b0,"<34,000kg",4.0
50031c,"<34,000kg",4.0
48c132,"<136,000kg",3.0
4ac8e2,"<136,000kg",3.0
497cdc,"<136,000kg",3.0
400982,"<136,000kg",3.0
400f4c,High vortex,8.0
4ca614,Heavy,0.0
3c6753,"<136,000kg",3.0
3cc8c8,<7000kg,7.0
ebbbc7,Reserved,10.0
32db09,"<34,000kg",4.0
398166,"<34,000kg",4.0
a9905a,"<136,000kg",3.0
4910cb,"<34,000kg",4.0
3c4590,Heavy,0.0
4009c5,"<136,000kg",3.0
48c22b,"<136,000kg",3.0
738100,Heavy,0.0
dc0106,Obstruction,1.0
250fed,High vortex,8.0
4bb185,Heavy,0.0
ab5fc9,Heavy,0.0
4b191f,Heavy,0.0
a0e1e8,"<136,000kg",3.0
3ceee5,<7000kg,7.0
4b990b,"<136,000kg",3.0
aa92fb,Heavy,0.0
89640a,Heavy,0.0
4241c9,"<136,000kg",3.0
06a073,Heavy,0.0
89610c,Heavy,0.0
353dd5,Obstruction,1.0
4d2170,,2.0
440bc8,High vortex,8.0
aaae4b,Heavy,0.0
440058,Heavy,0.0
406b0a,Heavy,0.0
e48ff8,"<34,000kg",4.0
440aca,"<34,000kg",4.0
885a6b,"<136,000kg",3.0
4bb1e1,Heavy,0.0
484368,Heavy,0.0
503e9c,"<136,000kg",3.0
4d2351,"<136,000kg",3.0
4d2131,"<136,000kg",3.0
3542c4,"<34,000kg",4.0
3c64cc,"<136,000kg",3.0
34569a,"<136,000kg",3.0
344214,Reserved,10.0
0101ba,"<136,000kg",3.0
440bce,High vortex,8.0
5001e3,"<136,000kg",3.0
4076ed,"<136,000kg",3.0
8960f8,Heavy,0.0
39d569,<7000kg,7.0
3c6671,"<136,000kg",3.0
a27928,<7000kg,7.0
4bb1c5,Heavy,0.0
4b1806,"<136,000kg",3.0
3cc319,"<34,000kg",4.0
3e1bb3,<7000kg,7.0
06a0dd,Heavy,0.0
a75da8,Heavy,0.0
738055,"<136,000kg",3.0
06a2e6,Heavy,0.0
71c083,Heavy,0.0
bd8dac,Obstruction,1.0
4cadc7,Heavy,0.0
3cd90e,"<34,000kg",4.0
40799b,"<136,000kg",3.0
4080df,"<136,000kg",3.0
06a0c2,Heavy,0.0
44006e,"<136,000kg",3.0
406b13,Heavy,0.0
39c425,Heavy,0.0
06a12a,Heavy,0.0
4bc856,"<136,000kg",3.0
3c0c0c,"<34,000kg",4.0
896488,Heavy,0.0
4b17e3,"<136,000kg",3.0
a5124c,Heavy,0.0
781060,Heavy,0.0
4d23eb,"<136,000kg",3.0
3c5432,Heavy,0.0
781095,Heavy,0.0
8963dc,Heavy,0.0
3cffda,<7000kg,7.0
600b23,Heavy,0.0
39856d,"<136,000kg",3.0
3cd43c,"<34,000kg",4.0
ad32d9,"<34,000kg",4.0
44b5b4,"<34,000kg",4.0
4485b2,<7000kg,7.0
4d2114,"<136,000kg",3.0
4008b1,"<136,000kg",3.0
347187,"<34,000kg",4.0
346643,Ultralight,9.0
406caa,"<136,000kg",3.0
47bb0a,"<136,000kg",3.0
4bca64,"<34,000kg",4.0
47923c,"<34,000kg",4.0
493286,"<34,000kg",4.0
4b19f3,"<136,000kg",3.0
406fc8,"<34,000kg",4.0
007f65,"<136,000kg",3.0
ae8a0d,Reserved,10.0
